path,expected_class,predicted_class,confidence,is_uncertain
data\external_test_realwaste\cardboard\Cardboard_122.jpg,cardboard,trash,0.962478,False
data\external_test_realwaste\cardboard\Cardboard_123.jpg,cardboard,trash,0.979421,False
data\external_test_realwaste\cardboard\Cardboard_124.jpg,cardboard,paper,0.965605,False
data\external_test_realwaste\cardboard\Cardboard_125.jpg,cardboard,trash,0.99555,False
data\external_test_realwaste\cardboard\Cardboard_126.jpg,cardboard,trash,0.994568,False
data\external_test_realwaste\cardboard\Cardboard_127.jpg,cardboard,trash,0.980485,False
data\external_test_realwaste\cardboard\Cardboard_128.jpg,cardboard,trash,0.929996,False
data\external_test_realwaste\cardboard\Cardboard_129.jpg,cardboard,trash,0.969079,False
data\external_test_realwaste\cardboard\Cardboard_13.jpg,cardboard,paper,0.998525,False
data\external_test_realwaste\cardboard\Cardboard_130.jpg,cardboard,trash,0.977875,False
data\external_test_realwaste\cardboard\Cardboard_131.jpg,cardboard,trash,0.884519,False
data\external_test_realwaste\cardboard\Cardboard_132.jpg,cardboard,trash,0.791034,False
data\external_test_realwaste\cardboard\Cardboard_133.jpg,cardboard,trash,0.955692,False
data\external_test_realwaste\cardboard\Cardboard_134.jpg,cardboard,plastic,0.564028,True
data\external_test_realwaste\cardboard\Cardboard_135.jpg,cardboard,trash,0.999991,False
data\external_test_realwaste\cardboard\Cardboard_136.jpg,cardboard,plastic,0.763102,False
data\external_test_realwaste\cardboard\Cardboard_137.jpg,cardboard,trash,0.979148,False
data\external_test_realwaste\cardboard\Cardboard_138.jpg,cardboard,trash,0.998428,False
data\external_test_realwaste\cardboard\Cardboard_139.jpg,cardboard,trash,0.960395,False
data\external_test_realwaste\cardboard\Cardboard_14.jpg,cardboard,paper,0.814919,False
data\external_test_realwaste\cardboard\Cardboard_140.jpg,cardboard,trash,0.642011,False
data\external_test_realwaste\cardboard\Cardboard_141.jpg,cardboard,trash,0.740577,False
data\external_test_realwaste\cardboard\Cardboard_142.jpg,cardboard,trash,0.977291,False
data\external_test_realwaste\cardboard\Cardboard_143.jpg,cardboard,trash,0.852288,False
data\external_test_realwaste\cardboard\Cardboard_144.jpg,cardboard,paper,0.772098,False
data\external_test_realwaste\cardboard\Cardboard_145.jpg,cardboard,trash,0.594011,True
data\external_test_realwaste\cardboard\Cardboard_146.jpg,cardboard,trash,0.996915,False
data\external_test_realwaste\cardboard\Cardboard_147.jpg,cardboard,trash,0.931692,False
data\external_test_realwaste\cardboard\Cardboard_148.jpg,cardboard,trash,0.999886,False
data\external_test_realwaste\cardboard\Cardboard_149.jpg,cardboard,trash,0.984476,False
data\external_test_realwaste\cardboard\Cardboard_15.jpg,cardboard,trash,0.888028,False
data\external_test_realwaste\cardboard\Cardboard_150.jpg,cardboard,metal,0.5428,True
data\external_test_realwaste\cardboard\Cardboard_151.jpg,cardboard,metal,0.627488,False
data\external_test_realwaste\cardboard\Cardboard_152.jpg,cardboard,trash,0.990784,False
data\external_test_realwaste\cardboard\Cardboard_153.jpg,cardboard,metal,0.780298,False
data\external_test_realwaste\cardboard\Cardboard_154.jpg,cardboard,trash,0.913309,False
data\external_test_realwaste\cardboard\Cardboard_155.jpg,cardboard,paper,0.704544,False
data\external_test_realwaste\cardboard\Cardboard_156.jpg,cardboard,trash,0.781123,False
data\external_test_realwaste\cardboard\Cardboard_157.jpg,cardboard,paper,0.963333,False
data\external_test_realwaste\cardboard\Cardboard_158.jpg,cardboard,plastic,0.571505,True
data\external_test_realwaste\cardboard\Cardboard_159.jpg,cardboard,trash,0.984439,False
data\external_test_realwaste\cardboard\Cardboard_16.jpg,cardboard,trash,0.999458,False
data\external_test_realwaste\cardboard\Cardboard_160.jpg,cardboard,trash,0.985974,False
data\external_test_realwaste\cardboard\Cardboard_161.jpg,cardboard,trash,0.999318,False
data\external_test_realwaste\cardboard\Cardboard_162.jpg,cardboard,paper,0.47512,True
data\external_test_realwaste\cardboard\Cardboard_163.jpg,cardboard,trash,0.963999,False
data\external_test_realwaste\cardboard\Cardboard_164.jpg,cardboard,trash,0.78409,False
data\external_test_realwaste\cardboard\Cardboard_165.jpg,cardboard,trash,0.588539,True
data\external_test_realwaste\cardboard\Cardboard_166.jpg,cardboard,plastic,0.417321,True
data\external_test_realwaste\cardboard\Cardboard_167.jpg,cardboard,trash,0.997038,False
data\external_test_realwaste\cardboard\Cardboard_168.jpg,cardboard,paper,0.9971,False
data\external_test_realwaste\cardboard\Cardboard_169.jpg,cardboard,trash,0.979472,False
data\external_test_realwaste\cardboard\Cardboard_170.jpg,cardboard,trash,0.927119,False
data\external_test_realwaste\cardboard\Cardboard_171.jpg,cardboard,trash,0.944165,False
data\external_test_realwaste\cardboard\Cardboard_172.jpg,cardboard,trash,0.998717,False
data\external_test_realwaste\cardboard\Cardboard_173.jpg,cardboard,trash,0.996178,False
data\external_test_realwaste\cardboard\Cardboard_174.jpg,cardboard,trash,0.962432,False
data\external_test_realwaste\cardboard\Cardboard_175.jpg,cardboard,trash,0.953126,False
data\external_test_realwaste\cardboard\Cardboard_176.jpg,cardboard,trash,0.983432,False
data\external_test_realwaste\cardboard\Cardboard_177.jpg,cardboard,trash,0.999683,False
data\external_test_realwaste\cardboard\Cardboard_178.jpg,cardboard,trash,0.999865,False
data\external_test_realwaste\cardboard\Cardboard_179.jpg,cardboard,trash,0.763652,False
data\external_test_realwaste\cardboard\Cardboard_18.jpg,cardboard,paper,0.999993,False
data\external_test_realwaste\cardboard\Cardboard_180.jpg,cardboard,trash,0.940901,False
data\external_test_realwaste\cardboard\Cardboard_181.jpg,cardboard,trash,0.979477,False
data\external_test_realwaste\cardboard\Cardboard_182.jpg,cardboard,trash,0.965791,False
data\external_test_realwaste\cardboard\Cardboard_183.jpg,cardboard,trash,0.984794,False
data\external_test_realwaste\cardboard\Cardboard_184.jpg,cardboard,trash,0.953221,False
data\external_test_realwaste\cardboard\Cardboard_185.jpg,cardboard,trash,0.993653,False
data\external_test_realwaste\cardboard\Cardboard_186.jpg,cardboard,trash,0.996378,False
data\external_test_realwaste\cardboard\Cardboard_187.jpg,cardboard,trash,0.999361,False
data\external_test_realwaste\cardboard\Cardboard_188.jpg,cardboard,trash,0.910682,False
data\external_test_realwaste\cardboard\Cardboard_189.jpg,cardboard,trash,0.70138,False
data\external_test_realwaste\cardboard\Cardboard_19.jpg,cardboard,trash,0.744055,False
data\external_test_realwaste\cardboard\Cardboard_190.jpg,cardboard,plastic,0.490645,True
data\external_test_realwaste\cardboard\Cardboard_191.jpg,cardboard,trash,0.945018,False
data\external_test_realwaste\cardboard\Cardboard_192.jpg,cardboard,trash,0.980856,False
data\external_test_realwaste\cardboard\Cardboard_193.jpg,cardboard,trash,0.877403,False
data\external_test_realwaste\cardboard\Cardboard_197.jpg,cardboard,trash,0.809529,False
data\external_test_realwaste\cardboard\Cardboard_198.jpg,cardboard,trash,0.798513,False
data\external_test_realwaste\cardboard\Cardboard_2.jpg,cardboard,trash,0.572567,True
data\external_test_realwaste\cardboard\Cardboard_20.jpg,cardboard,trash,0.575858,True
data\external_test_realwaste\cardboard\Cardboard_200.jpg,cardboard,trash,0.870826,False
data\external_test_realwaste\cardboard\Cardboard_201.jpg,cardboard,plastic,0.726992,False
data\external_test_realwaste\cardboard\Cardboard_202.jpg,cardboard,trash,0.7126,False
data\external_test_realwaste\cardboard\Cardboard_203.jpg,cardboard,trash,0.911032,False
data\external_test_realwaste\cardboard\Cardboard_204.jpg,cardboard,trash,0.705257,False
data\external_test_realwaste\cardboard\Cardboard_205.jpg,cardboard,trash,0.686709,False
data\external_test_realwaste\cardboard\Cardboard_206.jpg,cardboard,plastic,0.754673,False
data\external_test_realwaste\cardboard\Cardboard_207.jpg,cardboard,trash,0.995068,False
data\external_test_realwaste\cardboard\Cardboard_208.jpg,cardboard,trash,0.980841,False
data\external_test_realwaste\cardboard\Cardboard_209.jpg,cardboard,trash,0.932528,False
data\external_test_realwaste\cardboard\Cardboard_21.jpg,cardboard,plastic,0.646161,False
data\external_test_realwaste\cardboard\Cardboard_210.jpg,cardboard,trash,0.57423,True
data\external_test_realwaste\cardboard\Cardboard_211.jpg,cardboard,trash,0.856779,False
data\external_test_realwaste\cardboard\Cardboard_212.jpg,cardboard,paper,0.537678,True
data\external_test_realwaste\cardboard\Cardboard_213.jpg,cardboard,trash,0.952363,False
data\external_test_realwaste\cardboard\Cardboard_214.jpg,cardboard,trash,0.806931,False
data\external_test_realwaste\cardboard\Cardboard_215.jpg,cardboard,trash,0.989018,False
data\external_test_realwaste\cardboard\Cardboard_216.jpg,cardboard,paper,0.999658,False
data\external_test_realwaste\cardboard\Cardboard_217.jpg,cardboard,paper,0.801346,False
data\external_test_realwaste\cardboard\Cardboard_221.jpg,cardboard,trash,0.911943,False
data\external_test_realwaste\cardboard\Cardboard_222.jpg,cardboard,trash,0.71528,False
data\external_test_realwaste\cardboard\Cardboard_224.jpg,cardboard,paper,0.99118,False
data\external_test_realwaste\cardboard\Cardboard_225.jpg,cardboard,paper,0.995287,False
data\external_test_realwaste\cardboard\Cardboard_226.jpg,cardboard,trash,0.978793,False
data\external_test_realwaste\cardboard\Cardboard_227.jpg,cardboard,trash,0.715379,False
data\external_test_realwaste\cardboard\Cardboard_228.jpg,cardboard,trash,0.815034,False
data\external_test_realwaste\cardboard\Cardboard_229.jpg,cardboard,trash,0.999667,False
data\external_test_realwaste\cardboard\Cardboard_23.jpg,cardboard,paper,0.863017,False
data\external_test_realwaste\cardboard\Cardboard_230.jpg,cardboard,trash,0.989756,False
data\external_test_realwaste\cardboard\Cardboard_231.jpg,cardboard,plastic,0.566823,True
data\external_test_realwaste\cardboard\Cardboard_232.jpg,cardboard,trash,0.520721,True
data\external_test_realwaste\cardboard\Cardboard_234.jpg,cardboard,trash,0.961087,False
data\external_test_realwaste\cardboard\Cardboard_235.jpg,cardboard,paper,0.920535,False
data\external_test_realwaste\cardboard\Cardboard_236.jpg,cardboard,trash,0.948367,False
data\external_test_realwaste\cardboard\Cardboard_237.jpg,cardboard,paper,0.853033,False
data\external_test_realwaste\cardboard\Cardboard_238.jpg,cardboard,trash,0.521088,True
data\external_test_realwaste\cardboard\Cardboard_239.jpg,cardboard,trash,0.848075,False
data\external_test_realwaste\cardboard\Cardboard_24.jpg,cardboard,trash,0.950765,False
data\external_test_realwaste\cardboard\Cardboard_240.jpg,cardboard,trash,0.74377,False
data\external_test_realwaste\cardboard\Cardboard_241.jpg,cardboard,trash,0.88825,False
data\external_test_realwaste\cardboard\Cardboard_242.jpg,cardboard,trash,0.730552,False
data\external_test_realwaste\cardboard\Cardboard_243.jpg,cardboard,plastic,0.962408,False
data\external_test_realwaste\cardboard\Cardboard_244.jpg,cardboard,trash,0.617786,False
data\external_test_realwaste\cardboard\Cardboard_245.jpg,cardboard,plastic,0.565503,True
data\external_test_realwaste\cardboard\Cardboard_246.jpg,cardboard,paper,0.83192,False
data\external_test_realwaste\cardboard\Cardboard_247.jpg,cardboard,paper,0.998331,False
data\external_test_realwaste\cardboard\Cardboard_249.jpg,cardboard,trash,0.871793,False
data\external_test_realwaste\cardboard\Cardboard_25.jpg,cardboard,plastic,0.430467,True
data\external_test_realwaste\cardboard\Cardboard_250.jpg,cardboard,trash,0.870413,False
data\external_test_realwaste\cardboard\Cardboard_251.jpg,cardboard,trash,0.989896,False
data\external_test_realwaste\cardboard\Cardboard_252.jpg,cardboard,trash,0.986783,False
data\external_test_realwaste\cardboard\Cardboard_253.jpg,cardboard,paper,0.506018,True
data\external_test_realwaste\cardboard\Cardboard_254.jpg,cardboard,trash,0.814741,False
data\external_test_realwaste\cardboard\Cardboard_255.jpg,cardboard,paper,0.563031,True
data\external_test_realwaste\cardboard\Cardboard_256.jpg,cardboard,paper,0.997144,False
data\external_test_realwaste\cardboard\Cardboard_257.jpg,cardboard,paper,0.994924,False
data\external_test_realwaste\cardboard\Cardboard_259.jpg,cardboard,trash,0.763162,False
data\external_test_realwaste\cardboard\Cardboard_26.jpg,cardboard,trash,0.999586,False
data\external_test_realwaste\cardboard\Cardboard_260.jpg,cardboard,paper,0.976886,False
data\external_test_realwaste\cardboard\Cardboard_261.jpg,cardboard,paper,0.673818,False
data\external_test_realwaste\cardboard\Cardboard_262.jpg,cardboard,trash,0.985467,False
data\external_test_realwaste\cardboard\Cardboard_263.jpg,cardboard,paper,0.547452,True
data\external_test_realwaste\cardboard\Cardboard_264.jpg,cardboard,trash,0.934514,False
data\external_test_realwaste\cardboard\Cardboard_265.jpg,cardboard,trash,0.470761,True
data\external_test_realwaste\cardboard\Cardboard_266.jpg,cardboard,trash,0.694124,False
data\external_test_realwaste\cardboard\Cardboard_267.jpg,cardboard,trash,0.881131,False
data\external_test_realwaste\cardboard\Cardboard_268.jpg,cardboard,paper,0.975937,False
data\external_test_realwaste\cardboard\Cardboard_269.jpg,cardboard,trash,0.997936,False
data\external_test_realwaste\cardboard\Cardboard_270.jpg,cardboard,paper,0.521924,True
data\external_test_realwaste\cardboard\Cardboard_271.jpg,cardboard,trash,0.706318,False
data\external_test_realwaste\cardboard\Cardboard_272.jpg,cardboard,trash,0.841773,False
data\external_test_realwaste\cardboard\Cardboard_273.jpg,cardboard,trash,0.939257,False
data\external_test_realwaste\cardboard\Cardboard_274.jpg,cardboard,trash,0.961692,False
data\external_test_realwaste\cardboard\Cardboard_276.jpg,cardboard,trash,0.68306,False
data\external_test_realwaste\cardboard\Cardboard_277.jpg,cardboard,metal,0.538364,True
data\external_test_realwaste\cardboard\Cardboard_278.jpg,cardboard,paper,0.746962,False
data\external_test_realwaste\cardboard\Cardboard_28.jpg,cardboard,trash,0.996445,False
data\external_test_realwaste\cardboard\Cardboard_280.jpg,cardboard,metal,0.773316,False
data\external_test_realwaste\cardboard\Cardboard_281.jpg,cardboard,paper,0.483231,True
data\external_test_realwaste\cardboard\Cardboard_282.jpg,cardboard,trash,0.987969,False
data\external_test_realwaste\cardboard\Cardboard_283.jpg,cardboard,trash,0.773202,False
data\external_test_realwaste\cardboard\Cardboard_284.jpg,cardboard,trash,0.993274,False
data\external_test_realwaste\cardboard\Cardboard_285.jpg,cardboard,metal,0.717781,False
data\external_test_realwaste\cardboard\Cardboard_286.jpg,cardboard,trash,0.997892,False
data\external_test_realwaste\cardboard\Cardboard_288.jpg,cardboard,plastic,0.623546,False
data\external_test_realwaste\cardboard\Cardboard_289.jpg,cardboard,paper,0.960836,False
data\external_test_realwaste\cardboard\Cardboard_29.jpg,cardboard,paper,0.92959,False
data\external_test_realwaste\cardboard\Cardboard_291.jpg,cardboard,plastic,0.433954,True
data\external_test_realwaste\cardboard\Cardboard_292.jpg,cardboard,trash,0.967361,False
data\external_test_realwaste\cardboard\Cardboard_293.jpg,cardboard,trash,0.828071,False
data\external_test_realwaste\cardboard\Cardboard_294.jpg,cardboard,trash,0.722692,False
data\external_test_realwaste\cardboard\Cardboard_295.jpg,cardboard,trash,0.985384,False
data\external_test_realwaste\cardboard\Cardboard_296.jpg,cardboard,trash,0.992389,False
data\external_test_realwaste\cardboard\Cardboard_297.jpg,cardboard,paper,0.789744,False
data\external_test_realwaste\cardboard\Cardboard_298.jpg,cardboard,paper,0.480127,True
data\external_test_realwaste\cardboard\Cardboard_299.jpg,cardboard,trash,0.988889,False
data\external_test_realwaste\cardboard\Cardboard_3.jpg,cardboard,paper,0.925946,False
data\external_test_realwaste\cardboard\Cardboard_30.jpg,cardboard,trash,0.534858,True
data\external_test_realwaste\cardboard\Cardboard_300.jpg,cardboard,paper,0.978091,False
data\external_test_realwaste\cardboard\Cardboard_301.jpg,cardboard,paper,0.991657,False
data\external_test_realwaste\cardboard\Cardboard_302.jpg,cardboard,paper,0.999215,False
data\external_test_realwaste\cardboard\Cardboard_303.jpg,cardboard,paper,0.999075,False
data\external_test_realwaste\cardboard\Cardboard_304.jpg,cardboard,paper,1.0,False
data\external_test_realwaste\cardboard\Cardboard_305.jpg,cardboard,paper,0.58994,True
data\external_test_realwaste\cardboard\Cardboard_306.jpg,cardboard,trash,0.819608,False
data\external_test_realwaste\cardboard\Cardboard_307.jpg,cardboard,paper,0.635523,False
data\external_test_realwaste\cardboard\Cardboard_308.jpg,cardboard,paper,0.762025,False
data\external_test_realwaste\cardboard\Cardboard_309.jpg,cardboard,trash,0.975159,False
data\external_test_realwaste\cardboard\Cardboard_31.jpg,cardboard,paper,0.888252,False
data\external_test_realwaste\cardboard\Cardboard_310.jpg,cardboard,trash,0.803319,False
data\external_test_realwaste\cardboard\Cardboard_311.jpg,cardboard,trash,0.999673,False
data\external_test_realwaste\cardboard\Cardboard_312.jpg,cardboard,paper,0.946159,False
data\external_test_realwaste\cardboard\Cardboard_313.jpg,cardboard,paper,0.61312,False
data\external_test_realwaste\cardboard\Cardboard_314.jpg,cardboard,trash,0.698539,False
data\external_test_realwaste\cardboard\Cardboard_315.jpg,cardboard,trash,0.766733,False
data\external_test_realwaste\cardboard\Cardboard_316.jpg,cardboard,trash,0.983755,False
data\external_test_realwaste\cardboard\Cardboard_317.jpg,cardboard,trash,0.894752,False
data\external_test_realwaste\cardboard\Cardboard_32.jpg,cardboard,paper,0.993182,False
data\external_test_realwaste\cardboard\Cardboard_320.jpg,cardboard,trash,0.73807,False
data\external_test_realwaste\cardboard\Cardboard_321.jpg,cardboard,trash,0.994778,False
data\external_test_realwaste\cardboard\Cardboard_322.jpg,cardboard,trash,0.892039,False
data\external_test_realwaste\cardboard\Cardboard_323.jpg,cardboard,paper,0.926839,False
data\external_test_realwaste\cardboard\Cardboard_324.jpg,cardboard,trash,0.528067,True
data\external_test_realwaste\cardboard\Cardboard_325.jpg,cardboard,trash,0.83316,False
data\external_test_realwaste\cardboard\Cardboard_326.jpg,cardboard,trash,0.477631,True
data\external_test_realwaste\cardboard\Cardboard_327.jpg,cardboard,trash,0.573219,True
data\external_test_realwaste\cardboard\Cardboard_328.jpg,cardboard,trash,0.990284,False
data\external_test_realwaste\cardboard\Cardboard_329.jpg,cardboard,paper,0.783203,False
data\external_test_realwaste\cardboard\Cardboard_33.jpg,cardboard,trash,0.945476,False
data\external_test_realwaste\cardboard\Cardboard_331.jpg,cardboard,paper,0.559828,True
data\external_test_realwaste\cardboard\Cardboard_332.jpg,cardboard,trash,0.948172,False
data\external_test_realwaste\cardboard\Cardboard_333.jpg,cardboard,trash,0.943945,False
data\external_test_realwaste\cardboard\Cardboard_335.jpg,cardboard,paper,0.583146,True
data\external_test_realwaste\cardboard\Cardboard_337.jpg,cardboard,trash,0.414225,True
data\external_test_realwaste\cardboard\Cardboard_338.jpg,cardboard,trash,0.695853,False
data\external_test_realwaste\cardboard\Cardboard_339.jpg,cardboard,trash,0.664115,False
data\external_test_realwaste\cardboard\Cardboard_34.jpg,cardboard,trash,0.980974,False
data\external_test_realwaste\cardboard\Cardboard_340.jpg,cardboard,trash,0.672781,False
data\external_test_realwaste\cardboard\Cardboard_341.jpg,cardboard,paper,0.870949,False
data\external_test_realwaste\cardboard\Cardboard_342.jpg,cardboard,trash,0.685851,False
data\external_test_realwaste\cardboard\Cardboard_343.jpg,cardboard,paper,0.930536,False
data\external_test_realwaste\cardboard\Cardboard_344.jpg,cardboard,trash,0.997287,False
data\external_test_realwaste\cardboard\Cardboard_345.jpg,cardboard,trash,0.496682,True
data\external_test_realwaste\cardboard\Cardboard_346.jpg,cardboard,metal,0.754273,False
data\external_test_realwaste\cardboard\Cardboard_347.jpg,cardboard,trash,0.77712,False
data\external_test_realwaste\cardboard\Cardboard_348.jpg,cardboard,trash,0.995966,False
data\external_test_realwaste\cardboard\Cardboard_349.jpg,cardboard,trash,0.951661,False
data\external_test_realwaste\cardboard\Cardboard_35.jpg,cardboard,metal,0.891234,False
data\external_test_realwaste\cardboard\Cardboard_350.jpg,cardboard,trash,0.973523,False
data\external_test_realwaste\cardboard\Cardboard_351.jpg,cardboard,trash,0.891219,False
data\external_test_realwaste\cardboard\Cardboard_352.jpg,cardboard,trash,0.987167,False
data\external_test_realwaste\cardboard\Cardboard_354.jpg,cardboard,trash,0.824356,False
data\external_test_realwaste\cardboard\Cardboard_356.jpg,cardboard,trash,0.990022,False
data\external_test_realwaste\cardboard\Cardboard_357.jpg,cardboard,metal,0.620042,False
data\external_test_realwaste\cardboard\Cardboard_358.jpg,cardboard,paper,0.471368,True
data\external_test_realwaste\cardboard\Cardboard_359.jpg,cardboard,glass,0.681343,False
data\external_test_realwaste\cardboard\Cardboard_36.jpg,cardboard,trash,0.974014,False
data\external_test_realwaste\cardboard\Cardboard_360.jpg,cardboard,paper,0.720127,False
data\external_test_realwaste\cardboard\Cardboard_361.jpg,cardboard,trash,0.929871,False
data\external_test_realwaste\cardboard\Cardboard_362.jpg,cardboard,trash,0.99481,False
data\external_test_realwaste\cardboard\Cardboard_363.jpg,cardboard,paper,0.531783,True
data\external_test_realwaste\cardboard\Cardboard_364.jpg,cardboard,trash,0.875101,False
data\external_test_realwaste\cardboard\Cardboard_365.jpg,cardboard,trash,0.545578,True
data\external_test_realwaste\cardboard\Cardboard_366.jpg,cardboard,paper,0.68232,False
data\external_test_realwaste\cardboard\Cardboard_367.jpg,cardboard,paper,0.890808,False
data\external_test_realwaste\cardboard\Cardboard_369.jpg,cardboard,trash,0.661793,False
data\external_test_realwaste\cardboard\Cardboard_37.jpg,cardboard,trash,0.726039,False
data\external_test_realwaste\cardboard\Cardboard_370.jpg,cardboard,paper,0.89495,False
data\external_test_realwaste\cardboard\Cardboard_371.jpg,cardboard,trash,0.663991,False
data\external_test_realwaste\cardboard\Cardboard_372.jpg,cardboard,paper,0.801642,False
data\external_test_realwaste\cardboard\Cardboard_373.jpg,cardboard,metal,0.543519,True
data\external_test_realwaste\cardboard\Cardboard_374.jpg,cardboard,plastic,0.467841,True
data\external_test_realwaste\cardboard\Cardboard_375.jpg,cardboard,paper,0.785831,False
data\external_test_realwaste\cardboard\Cardboard_376.jpg,cardboard,trash,0.998811,False
data\external_test_realwaste\cardboard\Cardboard_377.jpg,cardboard,paper,0.992087,False
data\external_test_realwaste\cardboard\Cardboard_378.jpg,cardboard,trash,0.768667,False
data\external_test_realwaste\cardboard\Cardboard_380.jpg,cardboard,trash,0.992739,False
data\external_test_realwaste\cardboard\Cardboard_381.jpg,cardboard,trash,0.929433,False
data\external_test_realwaste\cardboard\Cardboard_382.jpg,cardboard,trash,0.995222,False
data\external_test_realwaste\cardboard\Cardboard_383.jpg,cardboard,trash,0.985783,False
data\external_test_realwaste\cardboard\Cardboard_384.jpg,cardboard,trash,0.450223,True
data\external_test_realwaste\cardboard\Cardboard_385.jpg,cardboard,trash,0.967052,False
data\external_test_realwaste\cardboard\Cardboard_386.jpg,cardboard,paper,0.529848,True
data\external_test_realwaste\cardboard\Cardboard_387.jpg,cardboard,paper,0.558704,True
data\external_test_realwaste\cardboard\Cardboard_388.jpg,cardboard,trash,0.406094,True
data\external_test_realwaste\cardboard\Cardboard_389.jpg,cardboard,trash,0.915495,False
data\external_test_realwaste\cardboard\Cardboard_39.jpg,cardboard,trash,0.523139,True
data\external_test_realwaste\cardboard\Cardboard_390.jpg,cardboard,paper,0.976595,False
data\external_test_realwaste\cardboard\Cardboard_391.jpg,cardboard,trash,0.633721,False
data\external_test_realwaste\cardboard\Cardboard_392.jpg,cardboard,trash,0.523619,True
data\external_test_realwaste\cardboard\Cardboard_393.jpg,cardboard,paper,0.938808,False
data\external_test_realwaste\cardboard\Cardboard_394.jpg,cardboard,trash,0.669952,False
data\external_test_realwaste\cardboard\Cardboard_395.jpg,cardboard,paper,0.814958,False
data\external_test_realwaste\cardboard\Cardboard_396.jpg,cardboard,paper,0.831627,False
data\external_test_realwaste\cardboard\Cardboard_398.jpg,cardboard,trash,0.85626,False
data\external_test_realwaste\cardboard\Cardboard_399.jpg,cardboard,trash,0.779298,False
data\external_test_realwaste\cardboard\Cardboard_40.jpg,cardboard,paper,0.938117,False
data\external_test_realwaste\cardboard\Cardboard_400.jpg,cardboard,paper,0.589613,True
data\external_test_realwaste\cardboard\Cardboard_401.jpg,cardboard,paper,0.995586,False
data\external_test_realwaste\cardboard\Cardboard_407.jpg,cardboard,paper,0.955134,False
data\external_test_realwaste\cardboard\Cardboard_408.jpg,cardboard,trash,0.371485,True
data\external_test_realwaste\cardboard\Cardboard_409.jpg,cardboard,trash,0.983885,False
data\external_test_realwaste\cardboard\Cardboard_411.jpg,cardboard,trash,0.656159,False
data\external_test_realwaste\cardboard\Cardboard_412.jpg,cardboard,paper,0.478558,True
data\external_test_realwaste\cardboard\Cardboard_413.jpg,cardboard,paper,0.990783,False
data\external_test_realwaste\cardboard\Cardboard_414.jpg,cardboard,trash,0.330891,True
data\external_test_realwaste\cardboard\Cardboard_415.jpg,cardboard,trash,0.518195,True
data\external_test_realwaste\cardboard\Cardboard_416.jpg,cardboard,paper,0.709817,False
data\external_test_realwaste\cardboard\Cardboard_417.jpg,cardboard,trash,0.857528,False
data\external_test_realwaste\cardboard\Cardboard_418.jpg,cardboard,paper,0.999955,False
data\external_test_realwaste\cardboard\Cardboard_419.jpg,cardboard,trash,0.807913,False
data\external_test_realwaste\cardboard\Cardboard_420.jpg,cardboard,trash,0.505235,True
data\external_test_realwaste\cardboard\Cardboard_421.jpg,cardboard,paper,0.998312,False
data\external_test_realwaste\cardboard\Cardboard_422.jpg,cardboard,paper,0.964188,False
data\external_test_realwaste\cardboard\Cardboard_423.jpg,cardboard,paper,0.770147,False
data\external_test_realwaste\cardboard\Cardboard_424.jpg,cardboard,trash,0.589096,True
data\external_test_realwaste\cardboard\Cardboard_425.jpg,cardboard,trash,0.864311,False
data\external_test_realwaste\cardboard\Cardboard_426.jpg,cardboard,trash,0.820277,False
data\external_test_realwaste\cardboard\Cardboard_427.jpg,cardboard,trash,0.984997,False
