categorie,poids_kg,transparence,rigidite,recyclable
carton,0.10262539325131126,0.059391436366968656,0.5116210578105845,1
carton,0.1972485832694366,0.05201040189016324,0.5593903513440159,1
carton,0.20375879678342293,0.06481181736206094,0.6211296499728214,1
organique,0.10785217667697422,0.0053174488312565885,0.12612809604376637,0
plastique,0.05722791211016828,0.7372908629538855,0.3549934528520757,1
carton,0.12342215313784716,0.06074181666122287,0.6386242735783854,1
plastique,0.053491556256636784,0.5036982697904098,0.3967305251905907,1
papier,0.06045929318624513,0.14415548885735796,0.1307579020126144,1
organique,0.10002000260134519,0.02633537940031605,0.06253921914555388,0
metal,0.12413215966206395,0.0,0.8379119712259188,1
verre,0.399973762011211,0.6279562056899841,0.9030766044897075,1
verre,0.34527353473709904,0.9682779784140273,0.9545507975522618,1
metal,0.35896488893595535,0.0,0.9112632058623775,1
plastique,0.05393722471738247,0.803007053441732,0.4959270826085207,1
carton,0.16675185626312336,0.060974165359700634,0.47726668174850306,1
verre,0.4132941633793465,0.8404504036095607,0.9724614217459873,1
metal,0.3185330721970079,0.0014125714008746324,0.9102194515801488,1
plastique,0.04855979756839333,0.7163748278772645,0.39743960579567583,1
verre,0.3195446361512742,0.7279802198456224,0.9224525942767285,1
plastique,0.07007065795784048,1.0,0.3400624977046227,1
verre,0.20948400776355397,0.7925350235526373,0.9782201493946633,1
carton,0.17575213366380937,0.038043832270292816,0.5054948242160369,1
organique,0.05529001384295299,0.008280660763723795,0.10076135103087247,0
metal,0.21525084730120195,0.0,0.8043872512290111,1
metal,0.042989944666193686,0.0,0.8764437674091061,1
verre,0.4543545909286553,0.7048092447059965,0.9369300037522438,1
papier,0.08446002371606334,0.07244071418357334,0.28406200265045534,1
papier,0.101568599319952,0.13971323398109137,0.0932197078420807,1
carton,0.16202356246651034,0.08095140190057853,0.41023610969846597,1
verre,0.31493184721212125,0.6113989549356733,0.9248872141902937,1
metal,0.32507306870656866,0.0,0.9112108202145397,1
papier,0.080960124471973,0.1183682753408089,0.2738810480887503,1
organique,0.16140594880030196,0.017467389375083464,0.043366812322017625,0
plastique,0.03940479592465923,0.6031531854267497,0.3751035851520927,0
plastique,0.026075867518386586,0.5539266736565727,0.5353872374165414,1
metal,0.2309058654249248,0.018486088332964116,0.8016465148206424,1
metal,0.11739808771779685,0.0,0.8315842480583595,1
papier,0.05732764521521466,0.15983157433228257,0.2423599065593461,1
carton,0.16182908754380987,0.025937347959666145,0.322180646960735,1
verre,0.5120533445165877,0.8134934222190185,0.8722050674755052,1
metal,0.10595243155001188,0.0,0.8524040769988882,1
organique,0.14721963511891845,0.005074209278332888,0.047682256331481244,0
carton,0.17922516080596546,0.04260828942165726,0.14130883534637773,1
organique,0.06319045880894492,0.0,0.1903258105331005,0
verre,0.47701255465757153,0.6974852314804816,1.0,1
organique,0.08881726782933828,0.0,0.11000074255858741,0
carton,0.17073492643654434,0.04839594005174454,0.5852720337911897,1
metal,0.18388067728419857,0.004794415180860639,0.8990453285470885,1
organique,0.1383982669773498,0.0,0.13966427025825626,0
organique,0.19113607946116912,0.0,0.10145513541625113,1
plastique,0.04928347921780097,0.9064930521102293,0.6060747924881987,1
papier,0.08084543472107385,0.098421090316297,0.27094518171390397,1
verre,0.35006991175571744,0.902393485468572,0.9410494016441256,1
organique,0.04997215748047096,0.0010207491624738367,0.11807077618859899,0
carton,0.26666222021426506,0.03127422735186455,0.5049991888498703,1
verre,0.2412219064738238,0.7961916430423269,0.9638284576297463,1
organique,0.04809961440071078,0.005053265000780651,0.05966268098952556,0
papier,0.1111971406218823,0.06988939698191098,0.2126379579546412,1
metal,0.28572345217879086,0.0034980002456790754,0.9135028679195711,1
verre,0.3341898509929801,0.8320445636642766,0.9370374778709887,1
verre,0.1330122312959141,0.7961916430423269,0.9888508047878644,1
carton,0.1487986070959698,0.06277035721188971,0.7166630582230538,1
carton,0.14337416602290518,0.041524471771039385,0.33473102031201596,1
papier,0.05085157884468046,0.13684219485462168,0.16506832038818026,1
organique,0.06808745006650657,0.0018676205484824018,0.00825959851827221,0
metal,0.11528739303547197,0.0038298898474092846,0.8722226610256567,1
carton,0.17797245379975185,0.0546431189948407,0.6719935874842891,1
organique,0.12133940307298112,0.0,0.20602840602152508,1
verre,0.36985583628962915,0.9813472916159699,0.9545507975522618,1
organique,0.15961517880771925,0.006148413973029732,0.037335218634836756,1
carton,0.22459598231726363,0.06977338338716005,0.5157963981318631,1
plastique,0.06862560238232397,0.8372520380749027,0.3423096344337597,0
plastique,0.06582063894086095,0.8176634412969153,0.34697423816275597,1
verre,0.33696548540127913,0.6724165312006707,0.987666288018862,1
plastique,0.052218451794197325,0.7428187488260407,0.31727690564476774,1
plastique,0.04928347921780097,0.8704866669592448,0.39743960579567583,1
plastique,0.020429560192651453,0.9271131280361198,0.6189802933217673,1
verre,0.3081856965990728,0.6965689518379451,0.961759991442735,1
metal,0.14783288891255514,0.0,0.8576842011267132,1
verre,0.2841231174218643,0.9098185410999609,0.972419514680793,1
organique,0.07372179294406361,0.0005178385119895345,0.13795892513526306,1
organique,0.07752215009219594,0.0,0.16451305645230324,0
organique,0.10609739067496744,0.0013164456691928453,0.15912828635304357,0
verre,0.5655239538433073,0.8720843161116122,0.9421634800888736,1
carton,0.10009850814101398,0.012110538623260711,0.5564861022708687,0
verre,0.4777926829238165,0.5962593204914971,0.9033138873629888,1
metal,0.3563325947000229,0.01388337778208448,0.9867468287918404,1
plastique,0.02617393005594703,0.4571622774424535,0.40773683076476186,1
organique,0.0991590671965697,0.00286194759048022,0.02695375306741714,1
papier,0.06536265775562893,0.13830401391923453,0.19094667176958394,1
organique,0.10341136933973408,0.0011038963910769705,0.10044140691336974,0
papier,0.06069445308859571,0.15743186747143578,0.21895816165987436,1
verre,0.3442095092662215,0.9061573311874431,0.9834203980471182,1
organique,0.15464618513094594,0.0,0.1575609820392807,0
plastique,0.040416515243094205,0.4844510444141387,0.39743960579567583,0
metal,0.22529247657462229,0.0,0.927587039995546,1
carton,0.1594546246919526,0.03077023260688925,0.47550187890741524,1
carton,0.08156477282201657,0.030956423865213013,0.35401365299411997,1
metal,0.3019900033022978,0.0,0.8904748447001094,1
carton,0.1301668920089041,0.023489801766351872,0.3703413393628729,1
carton,0.2593744414687103,0.06144185556809843,0.7720015927974163,1
metal,0.29899505077473115,0.0,0.9045876242224187,1
verre,0.21806521108625943,0.7690149247353006,0.9773607969028502,1
organique,0.14850432949681827,0.01208347817573563,0.13247486824296198,0
verre,0.46290694375351427,0.8484868644363469,1.0,1
verre,0.43184847346385397,0.9083810120435116,0.8955203450852673,1
papier,0.09673430919055587,0.13611906789138858,0.29857299956798633,1
papier,0.1044721163761789,0.1010396853837704,0.11567534046838084,1
plastique,0.011624575694019174,0.579956624568241,0.2695530499495147,1
organique,0.06882817601914273,0.0,0.08485193115628495,0
papier,0.09472924854914755,0.05233356958706439,0.13773506382655482,1
papier,0.04064491302949522,0.18634819256167026,0.4589563642018614,1
verre,0.3030852279805065,0.5765910410526042,1.0,1
verre,0.4010296389582323,1.0,0.96270869461231,1
metal,0.14917100889394966,0.0,0.8698009687015386,1
metal,0.16064780419950359,0.0,0.8990453285470885,1
papier,0.0641414995475073,0.09610814014935991,0.059368253632816614,0
carton,0.1386869564413124,0.06175463304959885,0.48749235870885604,1
papier,0.09799786189988613,0.2030751788318199,0.13921780129055678,1
carton,0.2096978129994139,0.035155409596167315,0.5720456979519948,1
metal,0.11264528796837497,0.0,0.9758197027626787,1
plastique,0.04355876967588649,0.6958196812071703,0.16980788352644152,1
papier,0.0797264301006739,0.060755084345888,0.34122205554154295,1
papier,0.07084325886935997,0.1112342362875943,0.23257963165821666,1
organique,0.06332289818680283,0.0017698631145506066,0.16707159876868513,1
metal,0.24656212536677816,0.022187802334481338,0.8332259215450054,1
organique,0.06649162272420123,0.010401885647927522,0.16015239261029623,0
metal,0.25004064134648285,0.004576865860535521,0.8314163151384767,1
carton,0.18503681425664487,0.05895723495503588,0.7902058997650085,1
verre,0.3703701798138849,0.7439901097435146,1.0,1
verre,0.2771684850052114,0.8815248654184014,0.9451685546688389,1
papier,0.07954070452481013,0.17716217641360946,0.2126379579546412,1
verre,0.42133995902054455,0.6967760464849592,0.9057418250500076,1
verre,0.3985315996560453,0.9406757452349966,0.898421187656492,1
carton,0.0983565385706473,0.049605018129307454,0.5054948242160369,1
plastique,0.05183521553071005,0.6330997528318103,0.2465885829264378,1
plastique,0.044166125004134464,0.5232285127597733,0.44017117220989416,1
carton,0.14906250800635595,0.04208342438536676,0.3565734675275529,1
metal,0.20655964451308484,0.0,0.9388703676382256,1
carton,0.16059085394872388,0.026599646988021756,0.41979001286606127,1
carton,0.01,0.06915764456353954,0.5065669644070834,1
carton,0.14906250800635595,0.06661704648558733,0.5811585145238957,1
plastique,0.05825561853872997,0.7151609116387452,0.26172002690356644,0
organique,0.1482382407161817,9.46519402268165e-05,0.05833525208787549,0
papier,0.0975909205626528,0.09097600432046872,0.19168944273713054,0
metal,0.2193057547933425,0.0,0.9600265829236937,1
plastique,0.07712480057141646,0.7091143679807627,0.5237816311973462,1
plastique,0.07614285508564857,0.8094194762340076,0.3750963960443622,1
organique,0.1281152719438049,0.021036731030617203,0.0421510762428854,0
metal,0.18364230232111028,0.0,0.8441406769146499,1
carton,0.16825627059915052,0.050222831260975154,0.4341491073693157,1
verre,0.4085503460858579,0.7740447681954624,0.8678129642205971,1
carton,0.22739998769620093,0.05845310131003208,0.553877457378812,1
verre,0.3600817422254052,0.8627378832179001,0.9545507975522618,1
organique,0.07619586245409106,0.0,0.0589265235485175,0
metal,0.22372604361126094,0.0,0.9611541533547663,1
verre,0.45622098509137116,0.8758252715917237,0.9533749267937504,1
metal,0.32154271389134154,0.003937972982162515,0.8519976852360268,1
organique,0.11353009950116713,0.0039844912285787945,0.14686636459104385,0
plastique,0.014739196892745325,0.7163748278772645,0.3474244978319239,1
metal,0.20124946671596824,0.008141517621182665,0.9366246051389902,1
plastique,0.06295377076201385,0.549252767128502,0.31745028032074885,1
carton,0.14906250800635595,0.05103252753422416,0.4366049658917663,1
papier,0.07475120729913774,0.12223013341100704,0.10448774206506471,1
organique,0.15672961419030257,0.0023497787481624693,0.09523451394753248,1
carton,0.24785318202708206,0.046407519995295264,0.5054948242160369,1
papier,0.08084543472107385,0.057473977289534996,0.2484732817294475,1
organique,0.02813047948087788,0.00433749220886346,0.03158655306371855,1
papier,0.06250767684293185,0.090855177944758,0.2126379579546412,1
organique,0.14291546971971575,0.0,0.10320835628123372,1
plastique,0.028845781420881997,0.7715574720696566,0.40125924007817954,1
plastique,0.04928347921780097,0.7116417436892,0.3598779528114164,1
verre,0.26836945909451543,0.5540905598503916,0.9213615787725736,1
metal,0.25005047469168007,0.01904136589573007,0.9943843828670096,1
verre,0.6069926839690334,0.8110944446110353,0.9545507975522618,1
verre,0.3547017213123745,1.0,1.0,1
plastique,0.0804605971281605,0.5220971140748953,0.36786141583470067,1
verre,0.43332238776207416,0.7435171023466601,0.9700671813512395,1
carton,0.1493264089167421,0.05030038453188579,0.3406554267250439,1
carton,0.11452138535233876,0.09375299749100038,0.3481857671303634,0
verre,0.3046255691463558,0.7956612673737695,0.959878299508619,1
plastique,0.04851108168467666,0.739811939114694,0.3910879960487212,1
papier,0.1447192463979651,0.1613466611942154,0.23319803305690145,1
plastique,0.04401985299068265,0.45994071858884467,0.2875357908162131,1
plastique,0.033830127942136246,0.8835723894109552,0.5179297184063827,1
verre,0.3679845418728059,0.7733389517768892,0.9433210079347392,1
plastique,0.07955788089483032,0.780996342192191,0.5551151975522524,1
carton,0.1070775029812657,0.040268402186523854,0.333761380727602,1
organique,0.1466012841935783,0.0,0.08616820654192767,0
organique,0.17606237020454682,0.0,0.06404966661592981,0
papier,0.04489660921821922,0.1315405842277389,0.08209602088401975,1
verre,0.36349847208196884,0.6888751388048446,0.9784975152670691,1
carton,0.10786287049925292,0.04839594005174454,0.32968086594528045,1
organique,0.06729138097079478,0.0018911121660394065,0.07493153641660909,0
metal,0.09502246452548752,0.004086073077017676,0.8670875793833076,1
plastique,0.045317260861016395,0.6845796581171791,0.34362754471960255,1
metal,0.2683180781241779,0.0,0.9815928449544555,1
papier,0.08805776836589771,0.12144082501652866,0.2677875319530908,1
plastique,0.05522110544359779,0.6494863697213679,0.19607678222398994,1
verre,0.2065635032841154,0.5837758627904578,0.9923539504992517,1
papier,0.09424094698639858,0.09395259256961093,0.2452371796249734,1
organique,0.12513528144150493,0.004726630560767134,0.022201498684104648,1
organique,0.057294605975960894,0.0,0.06374516395129112,0
papier,0.07359671387209377,0.12962634746005916,0.10006977677050893,1
carton,0.1091798006949479,0.04839594005174454,0.6520513610815795,1
papier,0.08084543472107385,0.1389180538083319,0.14952250787717827,1
papier,0.08543064676111121,0.08738232489368562,0.13882309090947148,1
plastique,0.07285645629030041,0.30958244009549957,0.30142739536644564,1
metal,0.22738702675916972,0.0,0.9851257329064803,1
verre,0.18704070140236725,0.8600618043857655,0.9687140027788652,1
carton,0.029012737629411867,0.045246097506207186,0.5342864791276846,1
plastique,0.060851200871719295,0.7026003783755813,0.34930568246288707,1
verre,0.14216233450810567,0.7065694255365075,0.9696631575691839,1
carton,0.15326340976712766,0.06236976760912951,0.4257828581349675,1
plastique,0.05714225143023493,1.0,0.32515134634434467,1
metal,0.2836070779267803,0.0,0.8896694360151977,1
carton,0.21015563232154022,0.05325488829692792,0.3697338456121777,1
carton,0.12559015013838765,0.023117710592736266,0.4807937440588083,0
verre,0.2955077765041091,0.8753624948280542,0.9157194859459096,1
verre,0.19420476823233318,0.9965815737038319,0.9064433117981241,1
verre,0.35299836345271574,0.7456197462350957,1.0,1
organique,0.11148533416491943,0.0,0.15753037752965346,1
papier,0.10453298897600861,0.055625391109895,0.24283070972076487,0
papier,0.09609958257581859,0.02187270715567287,0.03836893915634121,0
verre,0.2562644317776679,0.9808442116929257,1.0,1
organique,0.15773158214527772,0.0010207491624738367,0.16265444586510383,0
organique,0.17883457082871196,0.0,0.09355504079409052,0
metal,0.15261152354783572,0.0,0.8855725652062147,1
carton,0.11239217972047083,0.053845859562837925,0.6578793412024495,1
papier,0.08171039374691254,0.1030839924923986,0.0,1
papier,0.08031057859530143,0.08135834239541165,0.3187386051564751,1
papier,0.096148882371489,0.08164860804583389,0.2511202599524981,0
organique,0.11399078082424233,0.0,0.12116061872285089,0
papier,0.08084543472107385,0.1150895949909733,0.14646718140460774,0
plastique,0.06534869458305818,0.7553381598660037,0.4243687211491913,1
plastique,0.035712971639472645,0.5363558633533054,0.4881639756949451,1
carton,0.1126460960349179,0.036099126797005214,0.48886835321759137,1
papier,0.14040161742579868,0.08644381994787156,0.1464036554885952,1
papier,0.07498634858640765,0.16874382095740925,0.21232048067844858,1
papier,0.12413510982480826,0.18861257983348723,0.18673662536174265,1
metal,0.2309446816551362,0.0,0.9029492110794799,1
organique,0.05682430171602584,0.0,0.13877118665446872,0
papier,0.02491383880690111,0.23008415570901974,0.21132704105377645,1
carton,0.19364595933853934,0.04833932793014454,0.4025912459384382,1
organique,0.0991590671965697,0.0,0.07175090444839621,0
carton,0.14906250800635595,0.05075723830017901,0.5059904595822036,1
carton,0.11755430593637506,0.025133521431878025,0.435164324125306,1
carton,0.20829030096041928,0.022971084702160575,0.2617303189373663,1
carton,0.1816680657421826,0.050959228919630936,0.40403532088338007,1
metal,0.14737323569182903,0.008451579711843215,0.8434898137663038,1
papier,0.04859267051954182,0.12579696088520498,0.279994190194205,1
papier,0.05729614734291618,0.11467789660833147,0.37106133725819257,1
verre,0.18302208279315996,0.8514702576525311,0.9447304037281337,1
papier,0.09609529530711211,0.06951085478403089,0.4062524919243145,1
metal,0.12737950558824637,0.0,0.8172556281885852,1
verre,0.27955298965404696,0.8875700564234437,1.0,1
plastique,0.010248621707982145,0.6050109377678087,0.5277676821898509,1
plastique,0.06043883131233796,0.7042007683265518,0.23935536797424276,1
verre,0.43166985177135697,0.7655896095904472,0.9981482764557065,1
carton,0.22843893020514244,0.018407689851882465,0.7247873858017803,1
organique,0.09909688235622328,0.0,0.0,0
carton,0.16329431490296664,0.0523803681210795,0.3902729894155505,1
papier,0.08245488075642696,0.03878508818553172,0.20678555105274035,1
papier,0.12822036728059977,0.07586282389089838,0.36950510404307535,0
organique,0.10087775232861329,0.013680984817638128,0.13041144476536562,0
plastique,0.05947184861270363,0.5342009978155855,0.4757507710047305,1
metal,0.13111296718611437,0.0,0.8446853243794183,1
verre,0.36338476542459996,0.8689893538733217,1.0,1
carton,0.15341853146551304,0.01947458006555576,0.6389093566717949,1
carton,0.08359518687831259,0.07757419492526701,0.6871635251114323,1
plastique,0.059934283060224657,1.0,0.49751197334177516,1
verre,0.3034549817595946,0.8737106850529247,0.9670300009549929,1
metal,0.16455647830972142,0.0,0.8735511145967992,1
carton,0.19283085523128388,0.03675738309064802,0.5810036347425384,1
organique,0.060093017090374054,0.008442832280974177,0.025542679105043584,0
carton,0.14323728373031538,0.06353932774679075,0.6455590084770277,1
papier,0.07169560100333239,0.13095771305025988,0.03980341881028315,1
papier,0.06361266655242552,0.052028038163826014,0.2586693801475275,1
verre,0.23745809922531108,0.8470792945205202,0.9487911511450935,1
plastique,0.09380911251619958,0.5821270486111576,0.2802122107411152,0
papier,0.01,0.006673169146346997,0.24037300903366096,1
papier,0.038842965712059314,0.0,0.2672573701202732,1
carton,0.18485514279541362,0.0782598951125366,0.5950417310863747,1
organique,0.06633152215847964,0.0,0.1527206056109706,0
plastique,0.05194155098696081,0.5584661068762438,0.46453759495851477,1
organique,0.07431221389862916,0.0,0.16148871122609687,0
verre,0.40166693086481225,0.5099482548338661,0.9518830116583968,1
verre,0.5581314656765142,0.9447522441594844,0.9336559610160173,1
organique,0.14333361751645263,0.0,0.07729832098402781,0
plastique,0.03709760490789751,0.2949714826684785,0.40469805937647424,1
verre,0.3099618639816682,0.7666380832316652,0.9701695011677038,1
plastique,0.05137125949612055,0.862572423767792,0.37790304004667774,1
verre,0.45645686780267,0.6996318378331036,0.948455618221421,1
papier,0.059927817840202506,0.07714518717068641,0.3107080669286973,1
verre,0.28494151584431426,0.8847051593804234,1.0,1
plastique,0.05519765588496847,0.9197553703974379,0.7078880808455238,1
papier,0.07372028968544402,0.1830629607273935,0.10254706953293585,1
carton,0.13608044145945108,0.057421881026278446,0.5104620273261573,1
plastique,0.0809986881003508,0.8494587210246524,0.39743960579567583,1
papier,0.11557112463988992,0.07354736613268527,0.0946317580853646,1
plastique,0.06926752258488644,0.5205491257028336,0.39743960579567583,1
plastique,0.037987226201623904,0.7770634759457673,0.38912398515431423,1
organique,0.09377737221912658,0.012010147611718905,0.08329317757700787,0
verre,0.23928955453999784,0.7223699523637664,0.9100727342196908,1
papier,0.08481721943149594,0.14776526042852556,0.3615375689469442,1
carton,0.2117560910974264,0.0,0.44219250087121764,1
verre,0.26815257829576084,0.7235213633750038,0.8953185526968302,1
metal,0.21578338125049654,0.0,0.869570513838015,1
plastique,0.05454919869208259,0.581685722232834,0.5644967713501284,1
verre,0.33509633332704697,0.5477269512300157,0.9214497640180213,1
plastique,0.04928347921780097,0.7682303949633287,0.3177779604433569,1
carton,0.14375121068208668,0.033897815202274154,0.7543082687677944,1
papier,0.08922220093427302,0.20287477348558494,0.17539375118700515,1
plastique,0.08129287311628013,0.5414958523134599,0.39743960579567583,1
metal,0.18523797138753204,0.0,0.8803764446969564,1
organique,0.07830870648949344,0.0,0.11107388488379581,1
verre,0.1746530583749337,0.9072510520701711,0.9700812752745737,1
plastique,0.0656364574355462,0.865083269797606,0.5119574911434577,1
organique,0.09922125203691612,0.00620747555279424,0.11703270682060707,1
verre,0.4256351569287381,0.8458331480565888,0.976642994640673,1
verre,0.4313863908123605,0.657397431289201,1.0,1
organique,0.11306496870260536,0.005469610954632903,0.06536225711509788,1
papier,0.08722259538465706,0.15742228545983775,0.16907909229501367,1
plastique,0.028753925725477903,0.7163748278772645,0.46141667000434256,1
organique,0.1069010713169236,0.0033869836883918527,0.10119475484931498,0
organique,0.08161804235352975,0.001310207620786982,0.10371209926504169,0
verre,0.3658255980953367,0.7751415420280078,0.9134061457184891,1
plastique,0.05342736562379941,0.8030095372612096,0.3232652437111951,1
metal,0.15689265150458095,0.0029562448874709507,0.8226348005530817,1
plastique,0.05515100781445529,0.7924206948526541,0.19325578999601234,1
carton,0.10726635275142915,0.05082758105171696,0.39721907032108916,1
plastique,0.03321564953554723,0.3774568257620696,0.39743960579567583,1
papier,0.0917541201620764,0.08138966119644736,0.15250963433774756,1
papier,0.06904035346063674,0.06263941604260884,0.23672873134013409,0
metal,0.17892414271342008,0.0,0.8301440907443505,1
organique,0.2106391845775707,0.0,0.06497315859952307,1
plastique,0.03911234550949635,0.8712797588646944,0.43227185603380897,0
papier,0.09523507268868872,0.10882207776386127,0.016936710314354314,1
carton,0.20505778811236433,0.08342965782364184,0.6493298703624621,1
carton,0.13977725101573876,0.06340439794554678,0.6189402280239661,1
carton,0.18643423986084579,0.018673005340718155,0.2378820372957402,1
metal,0.14126609609772034,0.0,0.8990453285470885,1
organique,0.1414289857033213,0.005963970691176537,0.09884875727767496,0
papier,0.09165735813592893,0.11905791924413889,0.3873297776217546,0
plastique,0.04229835439167367,0.6029272904341793,0.4150393786476208,1
carton,0.2384558350131643,0.019493618195330888,0.34652067330225583,1
carton,0.16276366937067815,0.04916638395220213,0.6295394988869886,0
organique,0.06830806431183575,0.0,0.10547037995100293,0
carton,0.15957534693963654,0.03804580972533815,0.26375307958504646,1
verre,0.3151986913703161,0.8071931075424659,0.9080806254441057,1
carton,0.06735406510805579,0.05314109162818883,0.68266227284768,1
metal,0.21578338125049654,0.0030110733919174212,0.917625248417844,1
metal,0.1500523688229421,0.0,0.8180257918737284,1
metal,0.1940841947513286,0.007450053128772811,0.8024449067980688,1
carton,0.07759718139796551,0.054326337631370014,0.43096048976250156,1
papier,0.06029317163085813,0.1033495358612436,0.16968202171657246,1
plastique,0.03183951848957578,0.8428000988184183,0.48576596232020197,0
metal,0.2753048464613987,0.0,0.8965682976957265,1
papier,0.08847739851464899,0.06770179104377325,0.25514853760404677,1
carton,0.1268365522169584,0.06169145255899136,0.4643084678979388,1
papier,0.08897877741219476,0.05610087066217195,0.15645136294301568,1
papier,0.07439086091043662,0.029081713353348415,0.1646833707189312,1
plastique,0.03963459563452705,0.4478232091329909,0.4115674634292859,1
plastique,0.04628682046672366,0.5569392581480063,0.35308243478952955,1
metal,0.21578338125049654,0.005950294658355647,0.8881722356390527,1
verre,0.34527353473709904,0.8261958904051743,0.9348345769032025,1
verre,0.37425204256125194,0.6155195932638778,0.9726267445910667,1
papier,0.1217062264705194,0.07812708498382948,0.18128557349954513,1
papier,0.08084543472107385,0.10073440973645986,0.2024219456672758,0
papier,0.07031960483473593,0.09821792588512583,0.20700521631131816,1
verre,0.41075668643313584,0.7211291919030566,0.9434542013615125,1
plastique,0.04928347921780097,1.0,0.2551915658502676,1
verre,0.27008894291747343,0.618890625253044,0.9545507975522618,1
papier,0.08084543472107385,0.011959559400961203,0.2338483843461691,1
organique,0.11010359709516365,0.0,0.13770379665790447,0
carton,0.2062793885520172,0.03407658590612511,0.2508135255940367,1
verre,0.37527555075378866,0.904214154626981,0.9936579274309574,1
metal,0.15954026365904508,0.0,0.8990453285470885,1
organique,0.08489781374364161,0.0057679382391381704,0.13958982064017353,0
carton,0.2551903046063705,0.04267536921363477,0.5284491315595131,1
carton,0.11580202491004515,0.045885448183440536,0.6014897024923771,1
carton,0.07296034787845665,0.05663687726517031,0.34962921025911575,1
metal,0.144258254525634,0.01625958915362063,0.927827656226688,1
verre,0.4304439110110865,0.919048691297053,1.0,1
