"Nouveau","Ancien","SHA256"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1033.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard116.jpg","9537B0FD18AC7A43BD2F9CBFDBFD28D1E2460B4DD9D2BBC634745477F917C8CA"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1036.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard72.jpg","BF07EBB21C8182AE7954A72A317B9FCFF4CDC852BAC1716F0F99C0367A60A337"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_104.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\test\cardboard\cardboard96.jpg","6F8BEFD29C103EA83A36BE7E8711829D8B23CA25D494C6672053576B82C7757C"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1041.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard167.jpg","AEEF14B55DE1B144084E8C760D2353476589AB96310AF05AB3EFC395EABF2FB4"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1045.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard31.jpg","C236ABB3035210D316970D34BAB994D39FACAC9BE0A17EF8351DC0FD0C9DCD9D"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1047.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard216.jpg","CE928B2777C2F4EAD19F07CB8E673CFF4B9B8F3B7472D2D3A184C6E6D8AAAE41"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_105.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard219.jpg","2A0B62FDA0FF643A92FEA69F05C0C1D6BB75D8F11E93B684B6EB052337E89334"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1050.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard360.jpg","E46438A35440CD67F9214DF0232AC1534408AD69E6F164586AACD69D2F73963C"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1053.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard306.jpg","216D0A8818C95E559DED0F4671401FF7923B6C3141DEA7497E5022E65BED4260"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1063.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard117.jpg","17B467E667F6EC479E92721A9F9022C2D7F127BAE2AFD95CF25C0AC5C8D49935"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1068.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard392.jpg","5544BA127A8F5938080130CC3DEC06B9BAB5E881F8465FC1C2EEE8B7ED14C749"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1069.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard180.jpg","D0D33E05DDF5A1464AF7D3CEED2D30DC161BDD7AC140402020091087C4E6F6D9"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1073.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard13.jpg","E006FA15195442CE465A792C52F129B123DA255EE3CE2ECF68AD688E531BE659"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1079.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard195.jpg","02D2FD8BF5530E970DBEF1107CEE1A731C781A838D61174953A3D171963F5D94"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1082.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\test\cardboard\cardboard234.jpg","17111E478C7B5036548661B8C4EA6453A562F0CDC8A3EA3A6F4645B331893348"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1085.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\test\cardboard\cardboard78.jpg","922A4EEBB8634424A2B96F8D649CB97EF38F98BD08148F973C010EDCB8C31DE6"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1088.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard204.jpg","BDE9127611FC86B82D3A0D620DD75227B627D6813FA8D56F026E18F00669015E"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1094.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard209.jpg","52B6C183732B04BD232645F5E8685C19280DBC2F0CE9725B156B472924183CB5"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1105.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\test\cardboard\cardboard172.jpg","DC136340244A6E65ADF8371C06BF0D9D7ADCB086EAD81D4B072ACEBA22D80DB0"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1107.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard302.jpg","4D31E3FBBCAE76E4735880AF8E8DC3F52D70835D7437B0C698A50DBDF5D590DC"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1112.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard8.jpg","FF000A600923C11B57616F7D963F81E169D1C165BD093DFE02107B15FD75238B"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1114.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard223.jpg","49ECBABB2B1F30AF7050C50D541873DE3836C8F8A16E2E6C4B9E01A28CA81B8B"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1122.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard295.jpg","41EE3FC020AA9B670F392A81DBA3DD965CF2BD79762B61FDB508F5AB79E2D55E"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1128.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\test\cardboard\cardboard11.jpg","F78D1A1C78D94C7B215B9310F701EA48256C42C105E2455A3C698EF495552523"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1130.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\test\cardboard\cardboard227.jpg","5B32BA74F6F497A7160D1A97B163905FE75407C71A909E566AE5C7B4F24F677A"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1132.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard171.jpg","770E0A53378932F757EBDC1422B58F53B243F303A56EDDA8DEC68884E375881E"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1134.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard266.jpg","00E86B371FEE7FF97B1709CF88E5EF4859AC4FD7463A9F15F2C67E7696BE8029"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1135.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard260.jpg","64B61897F78D65C0EE7932007C80517F94435F184E68FC3F6268598BA919CD30"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1136.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard175.jpg","D4AF0E938445156556763CB843543EDDE80B739FBDECECCCA278C48DD9368D8B"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1138.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard374.jpg","D73CED2CBEEC5AEB982AA5063D53C22598C367B5694743E7131FE12AF74E23E2"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1139.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard208.jpg","74AE98F30F3DD02757AC78FD7A4F111F777E612D3EA85A2788C0158DCA01C0E8"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_114.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard284.jpg","693C859854FCB31DE06BDA96DC635D92DF3CAD0E8204EE246BD94674DFE54C35"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1143.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard67.jpg","CD8E7572765723C2187E3D5CCB0A2E9A0FEB4B184D3D5F3EA798CB2B7683F69C"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1145.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard1.jpg","9573FD98A5ACA2AB9A4C5B9EBCDFA4DCF9719B216C2025EE4305C4DF611C885F"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1146.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard202.jpg","A6D3FD0F1FE12E064594E598EA1EBF4BF2357D3AEB657AFF74302B129F003664"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1147.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard108.jpg","99BCAEAF983807A7517BD9C795C9176189806C05194163201CF64AACE1531143"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1154.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard325.jpg","FFBDF7C4CCB857BC8EB6F1626A8C761B47D3471CAEA41F73F95637A6A1173685"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1155.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard245.jpg","27C5990593A694D2EFADA37217663B621C2475CD8333D0070CBA01C828887D2A"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1156.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard23.jpg","6D0A8B0300BF3BB64274DC4752B94438A4F20100E6AAFFCC731D12388811BB49"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1157.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard43.jpg","A338A6634227B5C862884D6370E44A2DF0263FE442E5D12CDE76CFDD3A2F6957"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1159.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard393.jpg","36CA36EFF9248B61E3087FDA771B26DD2B7D79AF7735FFE513E4E0E05276E0BA"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1164.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard326.jpg","546A15DDF1837D41E0D1662B3B6831C3A1854832AF0551DE3680867C11ED339C"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1168.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard207.jpg","0D19E7E6EF97E06BAE787B9283EAA8F08DF88B9B653E5BE0E9FF75720D0239FB"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1174.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard162.jpg","D89184DA82F070E7B41F440BF1998DCD79CF20F27DE0FD5F48F92D89D71DE15D"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1177.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard321.jpg","904D117504CB0F5BD28DC898FDF13C5A66273C103A97390ED84434151797DCA2"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1181.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\test\cardboard\cardboard119.jpg","9ECA298B852C5D86700D995A32ED4B4B0EC29498B090649FB0CA3749658E66DC"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1185.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard106.jpg","2C0F7B6223C9143F9ED4202B398F2E65FEBEB1B1EDF50E65C2FDD7AC83DA4260"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1191.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard137.jpg","4D89FCB735EA15EDCA28D80BD5A288C97A2F169EED7EE8D3DFDE62D7B22890BC"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1192.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\test\cardboard\cardboard394.jpg","7967131A88D275148711ED1BD7F6940CE41E7AF6AA57A50F43E91C8E430BE3CC"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1196.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard320.jpg","334BDB99D42E0956314413CCC65D70B8663A942612A9373BD2B8C3153B8A6CAF"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1198.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard231.jpg","24A795211199B3E25140DD3D856B8D306D4F16078FC828587D70D03B4B273DE4"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_12.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard122.jpg","CF30FCEB14B4638F56B5BE8C0BAC37051CDC971CC24055762ABB7D75B6086BA5"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1203.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard375.jpg","9D5DBC110B3BC4EC6A14DC2EA591AEB9997D91DF54C3E069EC665BD07694DC8B"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1204.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\test\cardboard\cardboard358.jpg","382B0693C5D560A52B8632547013392B9DCC18CDF0B84C9FE7035073497B854C"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1212.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard123.jpg","B07444B5C289F4C8562828A1C3F397D0D3F2FA4A99324273ED9B3F58A1871D3C"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1213.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard109.jpg","5C0111570535A620D024FE6ACB97E12E6D82834C44076447AD50BB9E0EA31835"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1223.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard89.jpg","25ED31F2CB519F4AF3F49D1888C8BA42B97E68FA28D10D038B3E6131D0CB5D7F"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1224.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard347.jpg","F4BB139BF1FBBDA71918F0CA7B480FDC487DB5CE2AEBF22B63F664E38DEA356C"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1227.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard30.jpg","0C2F6C0EDCBE5048E00E8CF3544C7D88DA44BA424EF3EE6CF0124ABEF83CE311"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1228.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard395.jpg","7A97A90AD526F5298C13AD8E43F92189838FDDF1D525537E8BB4B9BC76D510B6"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1231.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard98.jpg","5E3F3EB21F52EB2502111E13EFB593EA267ECC7DBDD1361195E5AE402998BF32"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1232.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard47.jpg","8CEB045C85AC2941EF70218ACD1B0DC00024F84651973E0CC842CF992F03A49F"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1238.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\val\cardboard\cardboard12.jpg","25D47A740100C9FFBC37F5EFE9F49113F9EDC75208FDEED383B3EE88F1DE2167"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_124.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard183.jpg","8746597E062E9897FD53526A66C5AC35C2AEFCA4CA2C5E6CF3F928B87362E55D"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1240.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard337.jpg","FC9B771A9B4AE60823FDE39497A4FACD82926D13B51C0C851AEB6BD26BEC2F14"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1242.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\test\cardboard\cardboard139.jpg","5D9A890325E8BE067316639D0A107166C5FA5025A693271941BFE282CC350598"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1248.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard86.jpg","0C0F13539196D62FD91DDF05ACE7A2D4D980DBC3800CB532E97F9E75362F3F8B"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1251.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard144.jpg","10CEB0BFFEBD2FA284A0BD4000DFB9A0EE68AF5412279CEDCB414300BE18161A"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1256.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard155.jpg","60D831303691885A30CEE326A4A313221BD4C53C3747D6C560CC45FEC749FEB6"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1258.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard138.jpg","7D70EDC60CFB2C34A6C9D636200D39F61B0C5D7ED4A69B30B1F99CC4DFDA1984"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1260.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard359.jpg","2EC5C45FAA603F8DF4771D73C961445B6E9FC634C550A379A8D5EA4F7BF570F4"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1262.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard226.jpg","CE76DCE4CB943E15AB516AE2B71F241AD19426B8DD6F26C30DD67CCF5D233F73"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1266.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard210.jpg","4AADC37B0C115185220DD1D207FA5BC3633C93CB09C5FD193B19B3F10E0BE0A9"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1268.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard238.jpg","3E8809962BA990C69E8E5CF5F85E13A720C32B59CE530B4757CAA260778319AF"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1269.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\test\cardboard\cardboard294.jpg","1928C692335255284B24FB66446D694CC8B0FF360DB60DDD21662F25158D07D4"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1281.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard74.jpg","59BD90B91EA0E57F74A27FECE286FEA17E421FCCBCB9A1A137E1141EE5B4BB69"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1289.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard182.jpg","7E3F9B753D038EF4FB3CBC0FA67D2CF4BF16058E83FC3251E1C5A51CA6B08A86"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_129.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard247.jpg","688CFE07FA8A383F41CAC090792207D77ABA6987538218753058D836E0772B71"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1296.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\test\cardboard\cardboard273.jpg","7FF7A2D63BD81CCB00072311BDAE1811E05BE2407165AB3DD57D81D41A28CCD4"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1297.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\test\cardboard\cardboard150.jpg","6A3464C6A63D939CF7DFBDE1B97305CBFB47DFBFB2982676DCB5896A5C137687"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_130.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard169.jpg","A6B0A3670259DD8027B06E87AE292E8ECA1C87634D785E8949A42C7D19709F04"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1300.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard40.jpg","8B0231FDC23671C896A016A56FB0B549C2ADD9E85771DCB647E18AF23E1C6223"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1304.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard65.jpg","488B43FD579F12007C389291A746D121E2BC5A5741CEBDA417B202E42EF8A7D9"
"C:\Users\bouss\eco-tri-ia\data\raw\garbage_dataset_v2\six_classes\cardboard\cardboard_1306.jpg","C:\Users\bouss\eco-tri-ia\data\classification\v2\train\cardboard\cardboard148.jpg","6DF32DF3445F1FD3A9D2163BCE9CD36982D755ABE5C635ED5548A82812E85631"
